No,Content,Title,Price,Picture
355915284524115_4097292220386384,很重要的話要說三次😆都收到唔少客人既好評同埋感想😎但由於太多我地都無法po晒出黎同大家分享😂其實我地諗/搵咁多得諗既禮物都係想大家係每一個節日，生日都會有小小驚喜，過得更開心 ----❗訂製❗見到之前個個爭住試玩日本既地獄拼圖有冇親切感少少架...唔怕！有我地推出既面面面面面拼圖無論買比你情人，你同學，你老母...都得等佢覺得你無時無刻都掛住佢快d搶購啦🎫🤡面面面面面面拼圖 (A4 SIZE)$190 1件／$360 2個----Whatsapp:55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #ig禮物 #人面獸心拼圖 ＃情人節禮物＃情人節 #s2s訂製 #s2s拼圖,---❗訂製❗見到之前個個爭住試玩日本既地獄拼圖有冇親切感少少架...唔怕！有我地推出既面面面面面拼圖無論買比你情人，你同學，你老母...都得等佢覺得你無時無刻都掛住佢快d搶購啦🎫🤡面面面面面面拼圖 (A4 SIZE),190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t1.6435-9/193225746_4097292167053056_8629460570595632554_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=a26aad&_nc_ohc=UjyvMCoQqyMAX9EKKLN&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAAAA_2Z0wDdogqRLQJQENpmLDZqK7u8pu2MYddEI43pQ&oe=64CC9832
355915284524115_4388209937961276,貓是一種很神奇的動物不管你是貧窮還是富有健康還是疾病它都瞧不起你狗：這個人對我這麼好，餵我吃的，給我梳毛，他是我最愛的主人。貓：這個人對我這麼好，餵我吃的，給我梳毛，那是因為我是他的主人。-棕貓貓造型地毯-尺寸：380mm×800mm毛絨可洗質地$190Whatsapp: 55109214-注意：床品第一次清洗用清水即可；水温不宜過高，温水或冷水即可以 - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s地毯,棕貓貓造型地毯-尺寸：380mm×800mm毛絨可洗質地,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/240598947_4388209887961281_7331672530772715891_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=a26aad&_nc_ohc=DHkwqrsITroAX-GqNwt&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAia49LQ40JeM0NfuoMWTzXaHJM4YsiYsRNkMkTFdHhSQ&oe=64AAE6C2
355915284524115_4589947597787508,本地設計師又有新設計啦今次crossover左唔同既恐怖人物送一個恐怖寒入心既冬天俾大家-恐怖寒入心衛衣款式：白兵Shining｜奪命狂呼鬼修女｜ANNA-CHUCKY有帽衛衣$190｜圓領衛衣$180尺寸：S-XXXL-Whatsapp: 55109214- - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s衛衣,恐怖寒入心衛衣款式：白兵Shining｜奪命狂呼鬼修女｜ANNA-CHUCKY有帽衛衣,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/256423684_4589947451120856_3862212447417516548_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=a26aad&_nc_ohc=u1P0vU_wcmoAX_jYL8L&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBVhsvgUG_uPgNSR3la_BppsxLGqsMIDeV2Wic3Jx_U5g&oe=64AA6C2D
355915284524115_4622989797816621,男人哭吧哭吧不是罪Pepe也是暫時推出兩款pepe抱枕看看你們喜歡嗎💡💏有情侶蛙款 和單身蛙款唷-Sad frog抱枕單身蛙/情侶蛙款30CM $190 / 1個 $340 / 一對40CM $210 / 1個 $380 / 一對50CM $240 / 1個 $440 / 一對60CM $280 / 1個 $520 / 一對-*連同Sad frog產品一同選購，全單滿300蚊以上即有折扣，更多優惠請查詢*Whatsapp 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製 #s2spepe #s2ssadfrog,Sad frog抱枕單身蛙/情侶蛙款30CM,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/260855013_4622989727816628_4210785615417945177_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=a26aad&_nc_ohc=DixgOkAF2VgAX-e39GY&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAVjGAqybMii5Czx4I2LRKFrH2yhTqRiDIcNFCgP0qDVQ&oe=64A92FD8
355915284524115_4949675625148035,**新款抱枕訂製來了**這次是可愛的中指招財貓以及青島啤酒萬歲的自由女神像～不知你們喜愛哪一款呢？-招財貓/自由神像抱枕-30CM $19040CM $22050CM $25060CM $290-whatsapp:55109214-#畢業公仔 #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製,招財貓/自由神像抱枕-30CM,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/274718829_4949675575148040_7431127487561910573_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=a26aad&_nc_ohc=U1SOZYoMKhoAX9lqJob&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAr99rGUV-zeUvHtkrU9WoVVfMeD6wSLD14oS1PMrKnZg&oe=64AAD2D1
355915284524115_4960926704022927,你救左我地 我地會永遠感激你嫁你救左我地 我地會永遠感激你嫁你救左我地 我地會永遠感激你嫁你救左我地 我地會永遠感激你嫁三眼星人出動！-三眼仔保暖冷帽56-58cm頭圍$190Whatsapp:55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s帽,三眼仔保暖冷帽56-58cm頭圍,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/274731466_4960926660689598_8242840910038246311_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=a26aad&_nc_ohc=dP_lY4QUAgwAX-PUt6M&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfC4A4DpYZM3fGYRLL_8yTtAdcBFzkxCDEFX07zE-e_n9A&oe=64A96840
355915284524115_4988224807959783,（無臉仔）⋯⋯⋯愛上我吧-訂製無面小抱枕共五款款式**新款抱枕訂製來了**30CM $19040CM $22050CM $25060CM $290-whatsapp:55109214-#畢業公仔 #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製,訂製無面小抱枕共五款款式**新款抱枕訂製來了**30CM,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/275279767_4988224764626454_4348633062722361519_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=EEgk-iaLzqEAX-9e41j&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBc4TwNAXiZGVd99lOIfsBqTNaZW_onwf0Z9CMLyIXZxg&oe=64A9A596
355915284524115_5062492737199656,公主最愛挖鼻屎~可選擇入邊8款公主造型❤.🌟公主抱枕🌟30CM $190 40CM $22050CM $250 60CM $290 -whatsapp:55109214-#畢業公仔 #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製,公主最愛挖鼻屎~可選擇入邊8款公主造型❤.🌟公主抱枕🌟30CM $190 40,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/278125207_5062492653866331_7549014455806445401_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=a26aad&_nc_ohc=0il5ZvZ5-HwAX80BBjT&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAKXX1pxLzmtFmKuo7RctbpUcO6BpYw46LJyqESqrrvlA&oe=64A97F2A
355915284524115_5114847818630814,"食肉獸係我係我,橫睇點睇都係我~有冇人同店主一日日食大量肉唔食菜,都可以有屎柯,又瘦又高請不要妒嫉店主我天生的資質~-商品資訊1. 五花肉衣服套裝尺寸: M - XXL$190 一套 （上衣加短褲）-2.五花肉襪$80 三對--#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業 #畢業禮物 #s2s衣物",商品資訊1. 五花肉衣服套裝尺寸: M - XXL,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/279427332_5114847771964152_691838467681491143_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=a26aad&_nc_ohc=ML6tv2lDX5oAX9pLAGi&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAbACFP-XHCJ_1U4QqvlEvlCF5BZXPVzdJNaHDIszfHow&oe=64A9956D
355915284524115_5136457329803196,五星戰隊變變變～你第一套睇嘅戰隊係邊套？記得有段時間朝早6點係咁重播戰隊，每朝都睇完先返學小編記得當年第一套睇既應該係數碼戰隊你呢？-五星戰隊抱枕5色 (紅 / 黃 / 藍 / 綠 / 粉紅)30CM $190 / 1個 $800 / 全套5個40CM $210 / 1個 $950 / 全套5個50CM $240 / 1個 $1100 / 全套5個60CM $280 / 1個 $1250 / 全套5個Whatsapp 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製,五星戰隊抱枕5色 (紅 / 黃 / 藍 / 綠 / 粉紅)30CM,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/279814794_5136457299803199_412813612837880194_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=a26aad&_nc_ohc=l38nJt0w0ukAX-1qnqq&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAAlADPwOAthnCC12VOfIFsVRyjRjkFK-cY6QME-dYaSw&oe=64A973F6
355915284524115_5192345787547683,最近都慢慢開始轉冷了您們準備好過冬了嗎？小鴨們表示已經準備好了！-小伊利沙伯睡衣-小童款：按身高訂製成人尺寸：長180-195｜中170-180｜短155-170$190Whatsapp: 55109214 - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 # s2s睡衣,小伊利沙伯睡衣-小童款：按身高訂製成人尺寸：長180-195｜中170-180｜短155-170,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/283712947_5192345717547690_2805311435593126873_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=a26aad&_nc_ohc=ycjlJMi8qfcAX_hX4n5&_nc_oc=AQkAyZw3Uo_FFTSiuBOTLwhKtCrlqdz1LTxe81S90xlIwUOuMSJiqpr5v2ad2TfePwI&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDZlvIi58fRRlkN79peS68P3lkzQlzIy9zc3TdAZOu-Fg&oe=64A98535
355915284524115_522367486564480,男神為我遮風擋雨！！夏天就到啦買返把遮畀你最心愛嘅人呀最有心意就係買吧有你個樣嘅嘢畀佢擔住遮都諗起你係咪先-人面獸心遮縮骨款$190Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製,人面獸心遮縮骨款,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/309706132_522367466564482_4703511405825305525_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=S127qIxaJSsAX9ONfpO&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDtWLS-u--bFLclG_vntwCOcwJxd-om237LhTntBJ2jmg&oe=64AAC719
355915284524115_5314659325316328,自從 IKEA 的 BLÅHAJ 鯊鯊玩偶爆紅之後，就帶起了一股鯊魚熱潮，本來應該令人害怕的恐怖鯊魚變成了人手一隻的萌寵，連帶著其他鯊魚相關的周邊也是越看越可愛～最近就有日本玩具廠商推出了一系列「美腿鯊魚（美脚ザメ）」扭蛋，呆萌的鯊魚頭配上性感的大長腿，真的太鬧啦！-美腿鯊魚一套5款$190-Whatsapp: 55109214-#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #S2S扭蛋,美腿鯊魚一套5款,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/292545525_5314659295316331_1707811864069555304_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=a26aad&_nc_ohc=8Q_wAuzZGz4AX87sM5x&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAc0tjB-75ReDRtC1nVOdG9EdntC3F53_q5Z7YFKZ02iA&oe=64AAD516
355915284524115_540513788083183,輕柔手感的帽子連毯子披肩連斗篷來了～不用時可以收在帽子裡當成抱枕溫暖你的手  墊子反面也是軟綿綿的呢<3-日本帽子連毯子披肩連斗篷顏色: 花貓/黃貓/灰貓尺寸: 約90x60cm$190whatsapp: 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s披肩,日本帽子連毯子披肩連斗篷顏色: 花貓/黃貓/灰貓尺寸: 約90x60cm,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/312351813_540513771416518_2023620577667791672_n.jpg?stp=dst-jpg_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_ohc=iFlpvSGV3joAX_7Yary&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAor8mP3PcZ_5jQ5m8G6WJr4R6TCMYV9PC5ltaUwJtdAQ&oe=64A9CB84
355915284524115_5411186538996939,食野係人生既最終目標日食夜食 先可以長生不老-零食地墊款式：以上六款價錢：$190-Whatsapp: 55109214-注意床品第一次清洗用清水即可；水温不宜過高，温水或冷水即可能 - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s地毯,零食地墊款式：以上六款價錢：,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/298539057_5411186472330279_8745072396573369207_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=k47-G67YR7QAX8jqTDj&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfC3xlhfjmZlIZd1y9lo-EUL_6s0FZWf2dfG2y3F4f-5_Q&oe=64AA0708
355915284524115_5450703471711912,愛搜集扭蛋的各位請小心這次的新品，因為一不小心就會扭破荷包！日本扭蛋品牌 GASHAPON 近日推出超萌「動物地球儀（アニマル球儀）」扭蛋，將刺蝟、大象、兔子、貓咪與狗等動物變成了圓滾滾的地球儀，甚至還能 365 度旋轉，可愛模樣讓人愛不釋手！-雖然地球儀現在在各處都較為少見，不過相信大家都有只要看到就忍不住伸手去轉動球體的經驗；將大大的世界濃縮在一顆小小的球上頭，只要透過手指與眼睛就能環遊世界，其實是件頗為浪漫的事欸～-動物地球儀扭蛋$190一套Whatsapp: 55109214- - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s扭蛋,雖然地球儀現在在各處都較為少見，不過相信大家都有只要看到就忍不住伸手去轉動球體的經驗；將大大的世界濃縮在一顆小小的球上頭，只要透過手指與眼睛就能環遊世界，其實是件頗為浪漫的事欸～-動物地球儀扭蛋,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/301218999_5450703388378587_6557444192466047352_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=a26aad&_nc_ohc=i2AD_b3S6TYAX_5o9xJ&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBzsChIIcxJj3XkrDbzpHHxhVujM8LC1Mx5StAY6YGU1g&oe=64AB0D44
355915284524115_5509344912514434,超可愛的鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝鵝袋手工製作 每一隻都獨一無二！-手工鵝鵝鵝鵝鵝鵝鵝袋手工製作 約兩星期到貨$190Whatsapp: 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s袋,手工鵝鵝鵝鵝鵝鵝鵝袋手工製作 約兩星期到貨,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/304894314_5509344869181105_7102524409501422430_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=a26aad&_nc_ohc=UkQioiPAuOEAX_4lcJA&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfA-cffHbUnxK47a6kemorJXBSuVzJF3OGQtaGfl_Y43_A&oe=64AA0346
355915284524115_551942626940299,最近都慢慢開始轉冷了您們準備好過冬了嗎？小鴨們表示已經準備好了！-白鴨子睡袋睡衣-尺寸：長180-195｜中170-180｜短155-170$190-Whatsapp: 55109214 - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s睡衣,白鴨子睡袋睡衣-尺寸：長180-195｜中170-180｜短155-170,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/313410792_551942606940301_7801894786638083330_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_ohc=SLFxR1RDs2IAX95pMXP&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCtVDbl63fCRZtHnoqDh268kgYL0bM-2wjjlJ4D8PFlOg&oe=64A9C0BC
355915284524115_594657382668823,活出生活風格？拎紙巾緊係要型過人啦！傳統經典與現代科技結合-音箱造型紙巾盒20.5x13x11cm沒有播放功能唷～$190手作製品，每隻均有少許不同 - #hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s紙巾盒,音箱造型紙巾盒20.5x13x11cm沒有播放功能唷～,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/320395657_552040933447329_2649567422092092660_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_ohc=inY6mH6zZpsAX_NuNMY&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfCKH_xPVPS34asBYxLm8wxJ9VIbOOptPScV9VXH-G1Q7g&oe=64A9A2A9
355915284524115_654442916690269,可愛無表情的雕魚燒～將你的小物都放進我的嘴巴了吧～～（吃東西的聲音）-平板電腦/雜物包尺寸：11寸 / 13寸平板尺寸/ MacBook $190whatsapp:55109214-#hkigshop #igshop #文青 #有趣 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜  #手作 #食人花 #訂造 #手機殼 #iphonecase #s2s袋 #畢業花 #生日花 #情人節花 #紀念日花 #花束 #畢業花束 #畢業,平板電腦/雜物包尺寸：11寸 / 13寸平板尺寸/ MacBook,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/332389146_589749699367718_2993908095602049720_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=730e14&_nc_ohc=-BUUFwnMLm8AX-P2QAp&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfB83bOyau6Mfp9wCMLfeyBNnosJu5X_GEcBPL_ASi_dgA&oe=64AADF04
355915284524115_666772435457317,很無奈的兔仔耳仔可以掛在任何一個地方做小夜燈又可以變成手機支架美美的記得不能吃哦-無奈眼神死小兔啪啪小夜燈$190尺寸：18.5×13 cm左右最多可亮30小時-Whatsapp: 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s燈,無奈眼神死小兔啪啪小夜燈,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/330610398_1006064530365666_2794836367873896655_n.jpg?stp=dst-jpg_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_ohc=w5-QhbNEtYIAX9TeMaB&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfAZ1hpGt6wH5nLEBy54zoCpfe9f_SPFOfBLSZmd1Ix4wg&oe=64A982B2
355915284524115_684158830385344,‼️限時優惠凡惠顧一套四隻或以上即獲送30 cm訂製太陽抱枕‼️最可愛又最邪惡的得得B相信是不少人的童年回憶你論你朋友，情人和家人都一定看過？！不如訂番一套得得B抱枕一齊番屋企❤勁得意豬！-天線得得B抱枕4色 (紅 / 黃 / 紫 / 綠) 普通/中指款30CM $190 / 1個 $680 / 全套4個40CM $220 / 1個 $760 / 全套4個50CM $250 / 1個 $920 / 全套4個60CM $290 / 1個 $1060 / 全套4個-*連同天線得得B衛衣一同選購，全單最高可獲減$50或以上，更多優惠請查詢**可免費加字，圖中4人使用的相片是經由SNOW app拍攝，才可做出眼大大的效果唷*Whatsapp 55109214#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #s2s訂製,天線得得B抱枕4色 (紅 / 黃 / 紫 / 綠) 普通/中指款30CM,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/338883048_776308027448975_7038067272787159447_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_ohc=yo77TsqGnyQAX-0iQDu&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfDScEeiWZ4NaDNaywU-INiqBbS4rWTNEGHPf4QJbqQogw&oe=64A97D11
355915284524115_689150816552812,我想看你的屁屁😘😘可愛熱賣睡衣款式日日攬住佢，日日攬住佢，日日攬住佢，日日攬住佢，日日攬住佢...同佢分左手之後都可以對住打小人你話正唔正.商品資訊內容物：30cm高形狀：可依據圖片形狀，沿著邊裁剪材質：仿麂皮布填充物：人工纖維，不吸水.🌟小情侶抱枕 (小新睡衣服飾)🌟30CM $190 / 一個 $360 / 一對40CM $220 / 一個 $400 / 一對50CM $250 / 一個 $450 / 一對60CM $290 / 一個 $500 / 一對-Whatsapp 55109214 -#hkigshop #igshop #文青 #搞怪 #搞鬼 #搞笑 #創意 #生日禮物 #生日 #禮物 #拍拖 #情侶 #週年 #月亮燈 #驚喜 #手工 #手作 #食人花 #訂造 #手機殼 #hkiphonecase #皮革 #pnd旺角 #ig禮物 #畢業禮物 #畢業 #s2s訂製,我想看你的屁屁😘😘可愛熱賣睡衣款式日日攬住佢，日日攬住佢，日日攬住佢，日日攬住佢，日日攬住佢...同佢分左手之後都可以對住打小人你話正唔正.商品資訊內容物：30cm高形狀：可依據圖片形狀，沿著邊裁剪材質：仿麂皮布填充物：人工纖維，不吸水.🌟小情侶抱枕 (小新睡衣服飾)🌟30CM $190 / 一個 $360 / 一對40CM $,190,https://scontent.fhkg1-1.fna.fbcdn.net/v/t39.30808-6/340322580_8873163619420318_8034106567868046263_n.jpg?stp=dst-jpg_p720x720&_nc_cat=111&ccb=1-7&_nc_sid=730e14&_nc_ohc=XrSchrUxofsAX_5zUZv&_nc_ht=scontent.fhkg1-1.fna&edm=APCh5TUEAAAA&oh=00_AfBJrv-o16N_25uyV3k2fA25EqPor4omcR1W-1WXlOln9g&oe=64AADFCC
